84239dab-07f1-4ad9-a0d9-35ab0432a8c5,690359802,test,27 years ago,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,6fb7b005-f9a1-4674-89b4-fa600252863d
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563398,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563411,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563471,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563471,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563473,PayStubService,registerysaysnotokSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563473,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563478,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563478,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563515,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563515,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563517,PayStubService,Wasnotpublished,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563517,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563521,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563521,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563529,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563529,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563530,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563535,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563535,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563540,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563540,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563542,PayStubService,Wasnotpublished,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563542,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563545,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563545,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563545,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563545,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563548,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563548,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563548,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563587,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563661,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563661,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563661,PayStubService,Wasnotpublished,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563661,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563665,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563720,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563720,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563720,PayStubService,Wasnotpublished,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563720,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563723,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563792,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563792,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563792,PayStubService,Wasnotpublished,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563792,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563795,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGONARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563816,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563941,PayStubService,Runningserver,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563941,PayStubService,NewrequestSOANOTOKTeamjTeamIDhasalreadypublishedserviceGIORPTOTAL,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563941,PayStubService,Wasnotpublished,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563941,PayStubService,Failedtopublish,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGARGpurchaseAmountDOUBLEPE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGARGpurchaseAmountDOUBLEPE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGARGpurchaseAmountDOUBLEPE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563967,PayStubService,CouldnotparsepurchaseAmount,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563990,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563990,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGPEARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563990,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGPEARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563990,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGPEARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563990,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563991,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575563991,PayStubService,ProcessingReqest,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575564045,PayStubService,Clientconnected,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575564045,PayStubService,NewrequestDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGBCARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575564045,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGBCARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575564045,PayStubService,ErrorparsingARGsWrongformatornumberoffieldsDRCEXECSERVICEjTeamSRVGIORPPurchaseTotalizerARGprovinceSTRINGBCARGpurchaseAmountDOUBLE,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575564045,PayStubService,NewrequestSOAOK,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
84239dab-07f1-4ad9-a0d9-35ab0432a8c5,1575564045,PayStubService,Clientallowedaccess,ET,5f96e6dd-54bf-4625-9c42-962060c9a2a5,b6b23026-aa44-4e62-ab7a-2fd3f6c2fad5
